StartDate,EndDate,Duration (in seconds),Finished,ResponseId,participant_id,Personalitytest_1,Personalitytest_2,Personalitytest_3,Personalitytest_4,Personalitytest_5,Personalitytest_6,Personalitytest_7,Personalitytest_8,Personalitytest_9,Personalitytest_10,TIPIQuestions_1,TIPIQuestions_2,TIPIQuestions_3,TIPIQuestions_4,TIPIQuestions_5,TIPIQuestions_6,TIPIQuestions_7,TIPIQuestions_8,sim_other1,sim_other2,sim_other,sim_self1,sim_self2,sim_self,dissim_self1,dissim_self2,dissim_self,dissim_other1,dissim_other2,dissim_other,sim_choice_sim_first,dissim_choice_sim_first,dissim_choice_dissim_first,sim_choice_dissim_first,sim_choice,dissim_choice,similar_same,similar_diff,age,sex,race,feedback,Sam_IB1,Sam_IB4,Alex_IB4,Sam_IB3
3/1/23 9:20,3/1/23 9:34,862,1,R_10I6BVcfWR0vfPZ,80,2,2,1,4,3,2,1,2,4,3,5,1,5,6,4,2,5,6,4,4,4,4,4,4,4,4,4,2,2,2,,,4,4,4,4,3,2,39,2,5,N/A,A mask,An old woman,I don't see any of those things,Fire
3/1/23 9:20,3/1/23 9:25,312,1,R_3Do8EvRm4sIBepf,81,4,4,3,4,2,3,3,2,5,3,5,1,5,5,6,5,4,7,6,6,6,6,6,6,5,5,5,5,5,5,6,5,,,6,5,6,5,26,2,5,n/a,A mask,A mustache,Kissing animals,I don't see any of those things
3/1/23 9:20,3/1/23 9:28,486,1,R_3GljB0isLrmV4U6,82,2,3,2,3,2,3,2,2,3,3,3,3,2,5,5,5,6,6,5,5,5,5,5,5,5,5,5,4,4,4,,,5,5,5,5,5,2,56,2,5,,A rabbit,Poodles,A mustache,A mask
3/1/23 9:20,3/1/23 9:27,389,1,R_3ez3yrC7u1nuNCt,83,4,4,1,4,4,3,1,1,4,3,7,2,2,6,3,2,6,3,6,4,5,7,6,6.5,2,2,2,2,1,1.5,7,2,,,7,2,6,2,29,2,1,,A mask,Kissing animals,An old woman,A wolf
3/1/23 9:21,3/1/23 9:29,493,1,R_1IuekclGkuzilpH,84,1,2,3,4,2,1,3,2,4,3,2,2,7,2,6,6,6,7,6,5,5.5,6,5,5.5,6,5,5.5,5,5,5,,,5,5,5,5,6,5,42,1,5,,A mask,Poodles,I don't see any of those things,A wolf
3/1/23 9:21,3/1/23 9:28,424,1,R_1JDFOAenuOKXyyQ,85,2,3,3,2,2,2,2,3,3,2,2,3,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,,,5,4,4,3,36,2,5,,A pelvis,An old woman,Kissing animals,I don't see any of those things
3/1/23 9:21,3/1/23 9:31,618,1,R_23WvchcCzIAvjcB,86,3,4,4,3,3,3,2,2,4,4,2,6,3,6,5,3,2,7,5,5,5,5,5,5,3,3,3,3,3,3,,,3,5,5,3,5,3,35,2,5,,A mask,I don't see any of those things,An old woman,Fire
3/1/23 9:21,3/1/23 9:32,654,1,R_VKdgljwaYhQVqEh,87,2,4,1,2,4,3,1,4,4,4,4,3,4,7,5,1,3,4,5,5,5,5,5,5,4,5,4.5,5,5,5,,,4,5,5,4,5,3,18,2,3,,An X-Ray,An old woman,A mustache,Fire
3/1/23 9:21,3/1/23 9:26,315,1,R_V5cbPAUeoXuVlyV,88,4,2,1,3,5,3,2,4,4,2,2,3,1,6,2,1,6,7,5,3,4,6,4,5,5,4,4.5,5,1,3,4,4,,,4,4,5,3,21,1,5,,I don't see any of those things,A mustache,Poodles,I don't see any of those things
3/1/23 9:21,3/1/23 9:33,678,1,R_sdqdOS2Q9HFXPFL,89,2,2,2,2,2,3,2,2,2,2,5,3,3,5,4,3,5,6,5,5,5,6,5,5.5,4,5,4.5,4,4,4,,,4,5,5,4,5,4,46,1,5,No,I don't see any of those things,Kissing animals,I don't see any of those things,A wolf
3/1/23 9:21,3/1/23 9:26,277,1,R_25uvGxmA8D2wyX0,90,1,3,1,2,2,3,1,2,2,3,3,2,5,6,3,1,5,6,4,4,4,5,5,5,4,5,4.5,3,3,3,5,5,,,5,5,5,4,30,2,5,,A pelvis,I don't see any of those things,An old woman,A mask
3/1/23 9:21,3/1/23 9:26,288,1,R_2yjf8ZJhUYSePFu,91,3,5,3,1,5,5,2,3,4,5,5,1,2,3,5,5,5,1,4,5,4.5,4,5,4.5,4,1,2.5,4,1,2.5,,,1,2,2,1,4,2,38,2,5,,A mask,An old woman,Poodles,A wolf
3/1/23 9:21,3/1/23 9:28,381,1,R_24IwlhsBzANr2lS,92,2,2,5,3,1,2,5,1,4,3,5,3,5,2,5,7,6,7,5,4,4.5,5,6,5.5,5,5,5,4,3,3.5,6,3,,,6,3,6,3,49,2,5,,An X-Ray,A mustache,An old woman,A mask
3/1/23 9:21,3/1/23 9:25,234,1,R_2QLr2Sw5M8BdcBx,93,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,,,3,3,3,3,36,1,5,,I don't see any of those things,Poodles,Kissing animals,A mask
3/1/23 9:21,3/1/23 9:28,419,1,R_1oFvKMTFGlutnYg,94,3,4,1,4,4,3,2,1,4,1,1,1,1,7,2,1,7,2,4,2,3,4,1,2.5,4,1,2.5,4,2,3,4,1,,,4,1,5,3,51,2,5,,A mask,I don't see any of those things,A mustache,A butterfly
3/1/23 9:22,3/1/23 9:27,325,1,R_3DqGmUBtqGGWi4W,95,2,4,1,3,4,2,3,4,4,3,1,2,3,3,3,3,5,6,5,5,5,5,5,5,4,4,4,4,4,4,5,4,,,5,4,5,4,21,1,5,,I don't see any of those things,I don't see any of those things,Poodles,A mask
3/1/23 9:22,3/1/23 9:28,364,1,R_3HBa3ymVBPXusTM,96,2,3,2,4,2,3,2,3,4,4,6,2,5,6,7,3,6,7,6,5,5.5,6,5,5.5,4,3,3.5,3,2,2.5,,,4,5,5,4,5,3,28,1,5,,A rabbit,An old woman,Kissing animals,A wolf
3/1/23 9:22,3/1/23 9:28,359,1,R_1KwD5OzOA1grzS7,97,5,4,5,5,4,4,5,2,4,3,6,6,6,1,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,6,6,6,6,21,1,3,N/A,A rabbit,I don't see any of those things,Kissing animals,A wolf
3/1/23 9:22,3/1/23 9:29,442,1,R_30wAEL6376VEi5n,98,2,4,1,5,4,4,2,1,4,3,6,3,2,7,4,1,6,4,4,4,4,5,5,5,3,3,3,2,2,2,,,2,4,4,2,5,3,29,2,5,No technical issues.,A rabbit,I don't see any of those things,An old woman,Fire
3/1/23 9:22,3/1/23 9:27,298,1,R_1KkjjLBcYPtA0P5,99,3,2,3,3,3,2,4,3,3,2,5,3,5,5,4,5,3,7,6,6,6,6,6,6,5,5,5,6,6,6,,,3,4,4,3,5,4,33,1,5,,I don't see any of those things,Kissing animals,A mustache,A wolf
3/1/23 9:22,3/1/23 9:26,250,1,R_23SnAMgNcpdw0KJ,100,1,1,1,2,2,2,1,2,1,2,6,4,2,7,3,3,6,7,5,5,5,5,5,5,4,4,4,3,3,3,,,3,3,3,3,5,3,52,2,5,,A rabbit,An old woman,Kissing animals,Fire
3/1/23 9:22,3/1/23 9:29,420,1,R_1QlvjOyBX1rRNqs,101,2,3,2,3,4,4,1,4,4,3,5,3,2,7,5,1,4,6,3,3,3,3,2,2.5,3,2,2.5,3,5,4,,,2,3,3,2,4,3,24,1,5,,A pelvis,Kissing animals,A mustache,Fire
3/1/23 9:23,3/1/23 9:29,396,1,R_2q4uZYmlIXc80Fp,102,3,3,3,2,2,4,3,2,2,4,3,3,3,3,2,3,5,2,4,4,4,5,5,5,5,4,4.5,5,5,5,6,5,,,6,5,5,4,23,2,5,,I don't see any of those things,A mustache,Poodles,I don't see any of those things
3/1/23 9:23,3/1/23 9:27,243,1,R_2Wx9sCTXbvfpeqL,103,3,3,3,3,3,3,3,3,3,3,4,2,5,4,6,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,5,3,26,1,2,,An X-Ray,Poodles,I don't see any of those things,Fire
3/1/23 9:23,3/1/23 9:31,501,1,R_2ZWWJX9AMSzIfVO,104,2,1,3,1,5,1,3,2,1,1,1,3,2,7,1,6,6,7,5,6,5.5,5,6,5.5,3,2,2.5,3,3,3,6,2,,,6,2,7,2,44,2,5,,A mask,An old woman,Poodles,A wolf
3/1/23 9:23,3/1/23 9:31,452,1,R_2WSEKuscDZakaV4,105,2,4,2,4,5,5,5,2,5,3,5,1,1,1,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,25,1,5,,A pelvis,Poodles,Kissing animals,A mask
3/1/23 9:23,3/1/23 9:29,376,1,R_1OoBI3oBDCJjXLt,106,1,2,2,3,2,2,2,3,3,3,2,2,6,6,5,1,4,6,4,3,3.5,4,3,3.5,4,3,3.5,4,4,4,,,4,4,4,4,4,2,38,1,1,,A rabbit,Kissing animals,Poodles,Fire
3/1/23 9:23,3/1/23 9:28,253,1,R_2zcKqw6giSjrkIH,107,4,4,4,2,3,4,4,2,4,4,5,5,6,5,5,6,7,2,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,3,22,2,1,,An X-Ray,A mustache,Poodles,I don't see any of those things
3/1/23 9:23,3/1/23 9:29,345,1,R_2fm73SRrbbrl2GE,108,3,2,2,4,3,4,2,1,3,3,5,1,3,5,5,3,5,7,5,4,4.5,6,6,6,6,6,6,4,5,4.5,5,5,,,5,5,6,4,48,2,5,,A mask,I don't see any of those things,A mustache,A wolf
3/1/23 9:23,3/1/23 9:33,556,1,R_1CDRHsmt3g2WSqA,109,2,4,5,4,4,4,5,4,4,4,3,3,6,5,4,6,5,3,6,6,6,6,6,6,5,6,5.5,5,5,5,5,4,,,5,4,6,4,34,2,5,,An X-Ray,A mustache,Poodles,A wolf
3/1/23 9:24,3/1/23 9:29,329,1,R_6VvQe0NsGa3U533,110,1,5,5,1,1,1,5,1,5,5,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,7,7,5,32,1,5,,A rabbit,A mustache,I don't see any of those things,A wolf
3/1/23 9:24,3/1/23 9:30,377,1,R_2fCzIqstLiiKnKR,111,1,4,1,4,3,3,2,1,4,3,5,2,4,7,5,1,4,4,4,3,3.5,4,4,4,4,4,4,4,3,3.5,,,4,4,4,4,4,3,19,1,3,,A mask,Kissing animals,An old woman,A mask
3/1/23 9:24,3/1/23 9:31,442,1,R_2zUZoRLGApQ5v4y,112,2,2,2,3,3,3,2,3,3,3,5,3,2,6,5,1,5,5,4,3,3.5,5,5,5,5,4,4.5,3,3,3,,,3,5,5,3,5,3,32,2,5,,A mask,Kissing animals,Poodles,A mask
3/1/23 9:24,3/1/23 9:32,496,1,R_eV9DoIoT3GLdual,113,2,3,1,3,3,2,2,3,3,4,2,4,5,6,5,3,3,7,5,4,4.5,4,5,4.5,4,2,3,4,3,3.5,,,3,4,4,3,5,3,37,1,1,,An X-Ray,Poodles,Kissing animals,Fire
3/1/23 9:24,3/1/23 9:32,489,1,R_12LS3RRIQpTDWw0,114,2,3,1,2,2,2,1,2,2,2,2,5,1,6,2,1,6,5,3,4,3.5,5,4,4.5,3,3,3,2,2,2,,,2,4,4,2,4,2,30,1,5,No.,I don't see any of those things,Poodles,I don't see any of those things,I don't see any of those things
3/1/23 9:25,3/1/23 9:28,214,1,R_3U8yuWDUamQtJbb,115,4,4,2,4,2,2,2,2,4,4,3,3,3,3,2,3,2,2,5,5,5,5,5,5,3,3,3,3,3,3,4,3,,,4,3,4,2,30,1,5,,A mask,An old woman,A mustache,A mask
3/1/23 9:25,3/1/23 9:31,386,1,R_1YA80XMSukDsuad,116,1,1,1,1,2,1,1,1,2,1,1,5,3,1,5,3,5,5,5,6,5.5,6,6,6,4,4,4,4,4,4,6,4,,,6,4,6,4,34,2,5,,A pelvis,A mustache,Poodles,A wolf
3/1/23 9:25,3/1/23 9:32,401,1,R_3QFXGX8D1cIWR4D,117,3,4,2,2,2,4,4,2,4,3,7,2,5,5,6,5,5,6,5,5,5,5,5,5,4,5,4.5,4,5,4.5,,,5,5,5,5,5,4,28,1,5,,A rabbit,An old woman,Kissing animals,Fire
3/1/23 9:25,3/1/23 9:32,391,1,R_3pnfIsAWrf2aBnY,118,4,3,4,4,3,2,3,2,4,2,5,3,5,5,7,7,5,7,6,6,6,7,7,7,5,5,5,5,4,4.5,7,5,,,7,5,7,5,60,2,4,,A mask,A mustache,Poodles,A wolf
3/1/23 9:25,3/1/23 9:31,320,1,R_25ZUd3tMQVgRvu1,119,3,5,1,3,5,5,3,1,4,4,4,2,1,5,4,1,7,5,2,2,2,2,1,1.5,2,1,1.5,2,2,2,1,1,,,1,1,2,1,25,2,5,,A mask,An old woman,I don't see any of those things,Fire
3/1/23 9:25,3/1/23 9:32,373,1,R_1lxyyCcxNX3U7OP,120,3,3,2,2,3,2,2,4,3,2,3,3,5,3,5,5,5,6,4,3,3.5,5,4,4.5,4,4,4,4,2,3,1,1,,,1,1,2,2,33,2,5,,A mask,Kissing animals,A mustache,Fire
3/1/23 9:25,3/1/23 9:33,458,1,R_2uJrr1K5QY8KFg2,121,2,2,1,1,4,2,1,3,2,3,1,6,3,4,2,2,2,6,4,3,3.5,4,4,4,4,4,4,3,3,3,,,2,3,3,2,5,3,33,1,6,,A rabbit,I don't see any of those things,An old woman,A butterfly
3/1/23 9:25,3/1/23 9:31,304,1,R_10w71byiqnNbzfN,122,2,4,4,3,2,3,2,2,4,4,3,3,5,5,6,7,6,7,6,5,5.5,5,5,5,4,4,4,5,4,4.5,,,2,5,5,2,5,2,33,1,5,,A mask,I don't see any of those things,Kissing animals,A wolf
3/1/23 9:26,3/1/23 9:33,440,1,R_3P0Ca06mNDdOv5L,123,2,4,2,3,1,3,2,4,4,3,5,3,5,4,5,3,3,7,5,4,4.5,5,5,5,4,4,4,4,3,3.5,4,3,,,4,3,5,3,42,2,5,,A rabbit,Kissing animals,A mustache,A butterfly
3/1/23 9:26,3/1/23 9:32,360,1,R_2zbvdMwAMLnuJET,124,2,2,3,1,3,2,2,3,2,1,3,5,5,4,6,4,3,7,5,4,4.5,4,1,2.5,4,1,2.5,4,4,4,,,1,1,1,1,4,4,61,1,5,,A mask,A mustache,An old woman,Fire
3/1/23 9:26,3/1/23 9:34,493,1,R_3iJTApUcZoE8yDk,125,4,4,2,4,3,2,3,3,4,4,3,5,2,6,5,5,5,5,6,6,6,6,6,6,4,4,4,3,3,3,,,4,6,6,4,5,3,27,1,5,,A pelvis,A mustache,An old woman,A wolf
3/1/23 9:26,3/1/23 9:32,342,1,R_12mSbwfZjIQhsyE,126,2,3,2,2,2,2,2,3,3,2,2,3,6,4,6,6,3,6,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,5,4,45,1,5,no..thx,A rabbit,Poodles,An old woman,A wolf
3/1/23 9:26,3/1/23 9:31,283,1,R_1oA9l8a8RSKphxE,127,2,3,2,2,2,2,2,3,3,2,1,3,5,5,5,2,5,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,38,1,5,,A pelvis,Poodles,A mustache,A butterfly
3/1/23 9:26,3/1/23 9:33,423,1,R_1gNg2812uX3saQZ,128,2,4,1,2,3,3,2,2,4,2,2,2,5,1,6,1,2,3,4,4,4,5,5,5,3,3,3,3,2,2.5,,,3,5,5,3,5,3,43,1,5,,A pelvis,Poodles,I don't see any of those things,I don't see any of those things
3/1/23 9:26,3/1/23 9:32,339,1,R_3fiUppyYbxu5TbI,129,2,4,3,4,3,3,1,2,4,3,4,4,4,7,4,2,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,35,2,3,,A pelvis,I don't see any of those things,Kissing animals,I don't see any of those things
3/1/23 9:26,3/1/23 9:31,294,1,R_22RgBZNbIlO2wYP,130,3,5,2,3,3,3,3,4,4,3,2,3,7,5,6,5,3,7,6,6,6,6,7,6.5,5,6,5.5,5,5,5,,,5,7,7,5,6,4,30,1,5,,A mask,An old woman,I don't see any of those things,A wolf
3/1/23 9:26,3/1/23 9:33,446,1,R_1mrQrdA9vLYWHZT,131,2,4,2,5,3,3,2,2,5,3,4,3,6,7,6,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,2,2,,,2,2,4,3,49,1,5,No,An X-Ray,I don't see any of those things,An old woman,A mask
3/1/23 9:26,3/1/23 9:32,331,1,R_rpycuZsqF36T281,132,3,4,1,3,3,3,1,2,4,3,4,5,2,5,4,4,7,6,4,4,4,4,2,3,4,2,3,4,4,4,4,4,,,4,4,4,4,37,1,5,Thank you.,I don't see any of those things,A mustache,Kissing animals,A mask
3/1/23 9:26,3/1/23 9:32,328,1,R_1BWbVqvCmhiB1mw,133,2,2,4,2,2,2,4,2,2,2,5,4,5,3,4,6,5,7,6,6,6,6,6,6,5,7,6,5,5,5,,,7,7,7,7,5,4,40,1,5,,An X-Ray,Kissing animals,Poodles,A wolf
3/1/23 9:26,3/1/23 9:32,339,1,R_3I00Gj9wt94uBNE,134,1,5,4,1,5,5,2,2,5,5,7,1,3,1,6,7,5,3,4,1,2.5,4,1,2.5,4,1,2.5,4,1,2.5,1,1,,,1,1,1,1,29,1,5,That was really stupid,A pelvis,A mustache,An old woman,A wolf
3/1/23 9:26,3/1/23 9:32,351,1,R_UchpwFo58juCvKh,135,2,3,2,4,4,2,1,2,3,1,6,1,6,7,6,2,5,7,5,5,5,6,5,5.5,5,6,5.5,5,5,5,,,5,6,6,5,6,4,35,1,3,,A pelvis,An old woman,I don't see any of those things,Fire
3/1/23 9:26,3/1/23 9:34,459,1,R_3DeGXf4EEs6ckwM,136,2,2,2,4,2,2,3,3,4,2,1,6,6,2,6,6,4,6,6,6,6,6,6,6,5,6,5.5,4,4,4,,,4,5,5,4,6,5,50,2,5,Thank you for allowing me to take part in your study.  It was really interesting.  Have a great rest of your day!,A mask,A mustache,An old woman,A butterfly
3/1/23 9:26,3/1/23 9:32,357,1,R_2WIFi55ShN7kYc0,137,2,2,2,3,3,2,2,3,3,2,2,3,5,5,5,2,3,6,5,6,5.5,5,6,5.5,5,5,5,5,5,5,5,5,,,5,5,6,5,33,1,5,n/a,A pelvis,Poodles,I don't see any of those things,I don't see any of those things
3/1/23 9:26,3/1/23 9:31,249,1,R_3HZvNuSTGaDOy4b,138,1,3,2,2,3,2,2,1,3,2,4,4,3,7,5,4,6,3,4,4,4,5,4,4.5,4,4,4,3,4,3.5,4,4,,,4,4,5,4,19,1,3,,A pelvis,An old woman,A mustache,I don't see any of those things
3/1/23 9:27,3/1/23 9:32,303,1,R_1C2rpXDhQDSANMF,139,2,4,2,5,3,3,1,2,4,3,5,3,6,7,5,1,5,6,5,5,5,5,5,5,3,3,3,4,2,3,7,2,,,7,2,6,2,19,2,5,,An X-Ray,I don't see any of those things,A mustache,A wolf
3/1/23 9:27,3/1/23 9:36,540,1,R_sSbm9bA2z8mOlQ5,140,2,1,3,2,1,4,2,4,1,4,5,2,5,1,5,3,3,1,7,6,6.5,7,6,6.5,6,6,6,6,6,6,,,5,6,6,5,7,5,57,2,5,,I don't see any of those things,Poodles,An old woman,I don't see any of those things
3/1/23 9:27,3/1/23 9:34,408,1,R_3j88ZCcH4GS7mJO,141,4,3,4,4,2,2,4,2,4,4,6,6,2,2,6,6,5,6,6,6,6,6,6,6,6,6,6,4,5,4.5,,,6,6,6,6,6,5,47,1,3,,A rabbit,Kissing animals,Poodles,Fire
3/1/23 9:27,3/1/23 9:36,574,1,R_1G2FH7IKNiAZSud,142,3,3,1,2,5,2,1,2,3,3,2,3,1,6,6,1,7,2,6,6,6,6,6,6,5,5,5,5,5,5,,,5,6,6,5,6,4,55,2,5,I thought it was interesting that I was assigned a predatory avatar and the others were assigned prey or non-predatory animals.,A rabbit,Kissing animals,A mustache,I don't see any of those things
3/1/23 9:27,3/1/23 9:32,308,1,R_33a4vDwUyg68DvH,143,3,2,3,3,3,3,2,2,4,3,3,3,6,3,4,5,4,6,5,5,5,5,5,5,4,4,4,4,4,4,5,4,,,5,4,5,4,31,1,3,,A mask,An old woman,Poodles,A wolf
3/1/23 9:27,3/1/23 9:34,443,1,R_sU4I1wXyOXmjl9n,144,3,3,1,3,4,2,1,1,3,2,5,4,3,6,5,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,43,1,2,"Seems silly to determine a personality or willingness to get to know someone based off some random ink blots, so i answered in the neutral for most.",An X-Ray,Kissing animals,Poodles,A wolf
3/1/23 9:27,3/1/23 9:34,444,1,R_2ScYPoBtqRdlY8l,145,3,1,3,2,4,5,3,5,1,3,3,3,5,5,6,3,5,6,3,2,2.5,5,5,5,6,6,6,6,6,6,,,6,5,5,6,5,2,49,2,5,,A rabbit,I don't see any of those things,Kissing animals,I don't see any of those things
3/1/23 9:27,3/1/23 9:49,1293,1,R_1ps3WFk8wqGblHP,146,4,5,4,5,3,3,3,3,5,3,3,1,4,6,6,1,6,5,6,6,6,7,6,6.5,6,6,6,5,4,4.5,,,5,6,6,5,6,5,42,1,5,,An X-Ray,A mustache,I don't see any of those things,A butterfly
3/1/23 9:28,3/1/23 9:32,264,1,R_BJ2DHYNbfSA7Aqt,147,4,4,3,4,3,2,3,4,4,2,2,1,6,1,6,4,4,3,5,5,5,5,5,5,5,5,5,6,6,6,,,6,6,6,6,6,5,38,1,1,,A rabbit,An old woman,Kissing animals,A mask
3/1/23 9:28,3/1/23 9:32,278,1,R_3HRpO8cJa9zo1X9,148,2,4,4,5,3,3,4,2,5,3,6,3,6,3,6,7,5,7,5,5,5,4,5,4.5,4,4,4,4,4,4,,,4,4,4,4,5,3,31,1,5,,A pelvis,An old woman,A mustache,A wolf
3/1/23 9:28,3/1/23 9:37,540,1,R_BDkpyRJZ7J1SrgR,149,2,4,3,3,2,4,2,2,4,4,6,1,5,3,6,6,5,2,6,6,6,6,5,5.5,5,5,5,5,5,5,,,5,6,6,5,6,4,31,1,1,,A mask,An old woman,Kissing animals,A wolf
3/1/23 9:28,3/1/23 9:33,334,1,R_ThzyzrktILwaT1n,150,2,4,2,3,3,2,2,3,4,3,6,1,6,6,5,5,4,3,4,5,4.5,6,7,6.5,4,6,5,4,4,4,,,6,7,7,6,5,3,29,2,5,n/a,A pelvis,Poodles,A mustache,Fire
3/1/23 9:28,3/1/23 9:32,239,1,R_3svMOPPeMu4WhJE,151,5,5,5,5,3,5,5,4,5,4,1,1,6,2,6,7,3,6,7,6,6.5,6,6,6,6,5,5.5,4,2,3,6,5,,,6,5,6,3,32,1,5,,A mask,Poodles,Kissing animals,Fire
3/1/23 9:28,3/1/23 9:34,371,1,R_1jCVTYeNqQ8kpBe,152,1,1,3,1,3,1,3,5,1,1,2,6,7,5,4,6,1,3,3,2,2.5,3,1,2,1,1,1,1,1,1,3,1,,,3,1,1,1,28,1,1,,An X-Ray,A mustache,An old woman,Fire
3/1/23 9:28,3/1/23 9:33,261,1,R_2U4wysDmGypRtOF,153,2,2,1,2,1,1,1,3,2,1,6,2,7,6,6,2,2,6,5,2,3.5,5,2,3.5,4,2,3,4,4,4,2,2,,,2,2,5,2,31,1,5,,I don't see any of those things,I don't see any of those things,Poodles,Fire
3/1/23 9:28,3/1/23 9:39,644,1,R_8Hv5jOwGAjji3Sx,154,4,4,3,4,3,3,4,2,2,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,3,3,3,2,2,2,6,2,,,6,2,6,2,32,1,3,,I don't see any of those things,An old woman,A mustache,Fire
3/1/23 9:29,3/1/23 9:34,326,1,R_yIVLM8NBCblv2z7,155,1,5,2,4,1,1,1,4,5,1,7,2,3,5,6,3,2,7,6,5,5.5,6,5,5.5,2,3,2.5,1,2,1.5,7,2,,,7,2,7,3,32,1,1,,A rabbit,A mustache,Kissing animals,Fire
3/1/23 9:29,3/1/23 9:38,572,1,R_22ERl3sg1n5ZJKU,156,4,4,5,4,2,4,5,2,4,4,6,2,3,2,6,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,,,3,5,5,3,5,3,57,2,5,,A rabbit,Poodles,I don't see any of those things,A wolf
3/1/23 9:29,3/1/23 9:33,232,1,R_20VuUSPu1mwmAkR,157,2,2,1,2,4,3,1,2,2,2,5,6,2,7,5,2,4,5,6,6,6,5,5,5,4,4,4,5,4,4.5,6,5,,,6,5,6,3,38,1,5,,A mask,I don't see any of those things,A mustache,A wolf
3/1/23 9:29,3/1/23 9:35,348,1,R_eRJ7UW60BFJEUF3,158,4,3,4,4,4,3,5,4,4,4,2,1,3,3,6,6,6,7,7,7,7,6,7,6.5,6,6,6,5,5,5,6,5,,,6,5,7,5,31,2,5,,An X-Ray,An old woman,I don't see any of those things,A butterfly
3/1/23 9:29,3/1/23 9:37,496,1,R_1NywTqAJ51J5jqW,159,4,2,4,1,2,1,5,1,2,1,5,7,3,5,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,,,6,6,6,6,6,5,43,2,5,,I don't see any of those things,Kissing animals,A mustache,I don't see any of those things
3/1/23 9:29,3/1/23 10:02,1975,1,R_VJgeDZZOa0VAkKt,160,4,5,3,5,5,4,5,2,4,5,6,2,2,2,6,6,2,5,6,7,6.5,6,7,6.5,6,5,5.5,5,7,6,,,6,7,7,6,3,6,28,2,5,,A mask,An old woman,A mustache,I don't see any of those things
3/1/23 9:30,3/1/23 9:35,322,1,R_1pFjbAOgdshtqXd,161,2,4,4,2,2,4,2,3,3,2,1,5,4,5,4,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,5,3,33,1,5,,A mask,Kissing animals,I don't see any of those things,Fire
3/1/23 9:30,3/1/23 9:36,360,1,R_2c6CBpkg34Oz0gs,162,1,5,5,5,3,3,2,3,5,5,1,1,6,5,7,3,2,3,5,5,5,5,4,4.5,5,4,4.5,5,4,4.5,,,5,5,5,5,5,3,69,1,5,,A rabbit,I don't see any of those things,An old woman,A wolf
3/1/23 9:30,3/1/23 9:36,345,1,R_Rym2cdjzKn7vVVT,163,4,5,4,3,3,5,5,3,3,4,3,3,2,4,4,3,4,5,4,4,4,4,1,2.5,4,4,4,4,4,4,1,1,,,1,1,1,1,58,1,5,,A pelvis,I don't see any of those things,Kissing animals,I don't see any of those things
3/1/23 9:30,3/1/23 9:35,282,1,R_3qjO1sAzcD8ANfM,164,3,3,1,2,1,3,2,2,3,4,3,4,3,6,4,2,5,7,6,6,6,6,6,6,4,3,3.5,4,4,4,5,2,,,5,2,6,3,35,1,5,,A rabbit,Kissing animals,I don't see any of those things,A wolf
3/1/23 9:30,3/1/23 9:36,351,1,R_1jSMdruoXwbTVPZ,165,2,3,2,1,3,5,2,3,4,2,5,5,4,5,4,3,6,3,3,3,3,4,5,4.5,5,4,4.5,3,4,3.5,5,4,,,5,4,6,4,24,1,3,,A rabbit,I don't see any of those things,Poodles,Fire
3/1/23 9:30,3/1/23 9:36,359,1,R_1dzc8fV7FfJd0y2,166,4,4,2,5,4,4,2,2,5,4,7,2,2,6,6,2,5,3,5,5,5,6,6,6,3,3,3,3,3,3,,,3,4,4,3,4,2,38,1,5,Nope,A rabbit,Poodles,A mustache,A butterfly
3/1/23 9:30,3/1/23 9:36,339,1,R_1Km3d93BsqQidWI,167,3,3,3,2,4,2,2,2,4,2,2,2,4,4,7,5,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,5,3,22,2,5,,A mask,A mustache,An old woman,A mask
3/1/23 9:31,3/1/23 9:44,794,1,R_1ootTdqGkLcX0Ls,168,2,2,1,2,2,2,1,4,3,3,5,5,2,7,3,5,4,6,4,3,3.5,4,3,3.5,4,3,3.5,4,3,3.5,,,4,4,4,4,4,4,68,2,1,nothing,I don't see any of those things,A mustache,Kissing animals,A wolf
