startdate,enddate,responseId,participant_id,check_choose_avatar,attention_check,exclude,condition,black_white,female_male,dissim_self,dissim_other,sim_self,sim_other,dissim_choice,sim_choice,dissim_similar,sim_similar,age,sex,race,feedback
9/27/21 8:20,9/27/21 8:29,R_VKjQohNkYopLEUF,wm_143,10,5,0,w_m,white,male,6,6,6,6,1,1,4,5,70,1,5,
9/27/21 8:29,9/27/21 8:33,R_3ltCLeBGcAfbZRn,wm_144,10,5,0,w_m,white,male,2,2,4,2,2,1,1,4,58,1,5,
9/27/21 8:43,9/27/21 8:49,R_1HjeWMPJJbY0N9x,wm_145,10,5,0,w_m,white,male,6,6,6,6,1,1,5,5,72,1,5,
9/27/21 8:44,9/27/21 8:50,R_1Qgvnf25jFnlxFH,wm_146,10,5,0,w_m,white,male,5,4,6,4,1,1,2,3,68,1,5,I learn more by chatting with dissimilar people.
9/27/21 9:06,9/27/21 9:12,R_3m2bmWFImgUMJmm,wm_147,10,5,0,w_m,white,male,7,7,7,7,1,1,7,7,47,1,5,Thank you for the opportunity to participate in your study!
9/27/21 9:18,9/27/21 9:22,R_3huyuvp3CFJYgtc,wm_148,10,5,0,w_m,white,male,5,4,4,4,1,2,4,2,27,1,5,NO
9/27/21 9:12,9/27/21 9:23,R_1I6sqNeTKiljCc1,wm_149,10,5,0,w_m,white,male,6,5,6,6,2,1,5,4,37,1,5,no
9/27/21 9:24,9/27/21 9:30,R_3nSlRwVh6yQS1Eu,wm_150,10,5,0,w_m,white,male,1,1,1,1,2,2,1,2,57,1,5,none
9/27/21 9:33,9/27/21 9:35,R_afwM0AxipSDw2TD,wm_151,10,5,0,w_m,white,male,5,5,3,4,1,2,4,3,40,1,5,
9/27/21 9:54,9/27/21 9:58,R_10oAlZ6I5TSWWTG,wm_152,10,5,0,w_m,white,male,4,4,4,4,2,2,4,4,51,1,5,White of Hispanic origin is not listed as an option.  Just saying.
9/27/21 9:58,9/27/21 10:04,R_31HhcyO33DXLXTj,wm_153,10,5,0,w_m,white,male,5,5,5,5,1,1,5,5,70,1,5,
9/27/21 10:05,9/27/21 10:08,R_2VkddHrXVtQZ5DJ,wm_154,10,5,0,w_m,white,male,7,6,5,6,1,1,6,7,41,1,5,
9/27/21 10:05,9/27/21 10:09,R_1KoMZStWX2u005F,wm_155,10,5,0,w_m,white,male,6,6,6,6,1,1,5,5,67,1,5,
9/27/21 10:06,9/27/21 10:11,R_3hnmBdbwfok9LUT,wm_156,10,5,0,w_m,white,male,4,3,4,3,1,2,5,3,50,1,5,"I default to assume that others wouldn't be much interested in me, online.

I didn't feel much connection with the young white male avatar; while the black avatar reminded me of an old friend from years ago, that is why I chose him."
9/27/21 10:10,9/27/21 10:12,R_3p3xjV2kHNlIezX,wm_157,10,5,0,w_m,white,male,3,3,3,3,1,1,3,3,39,1,5,
9/27/21 10:08,9/27/21 10:13,R_3gNuGXYVh3gp9hn,wm_158,10,5,0,w_m,white,male,5,4,6,4,1,1,4,4,41,1,5,Not really. I hope your survey has a synopsis at the end.
9/27/21 9:58,9/27/21 10:20,R_3PTEa2r5gUKcJs9,wm_159,10,5,0,w_m,white,male,6,6,7,5,1,1,3,6,38,1,5,excellent survey
9/27/21 10:26,9/27/21 10:30,R_oXJDkdVjFmoeLaV,wm_160,10,5,0,w_m,white,male,5,3,4,5,1,2,4,3,58,1,5,Thanks and good luck with your research!
9/27/21 10:25,9/27/21 10:30,R_3KZaB2VgNdcMh4f,wm_161,10,5,0,w_m,white,male,5,5,5,4,1,1,3,5,72,1,5,
9/27/21 10:34,9/27/21 10:41,R_1HowhjmrePJ80fe,wm_162,10,5,0,w_m,white,male,4,4,4,4,1,1,4,4,62,1,5," After 40+ years working in sales and marketing, I figured out most people are interesting to talk to, and may or may not feel the same way as me. "
9/27/21 8:03,9/27/21 8:10,R_PBXRLaQEzxs9DUJ,wm_168,12,5,0,w_m,white,male,5,6,4,6,1,1,2,4,29,1,5,NO
9/27/21 8:23,9/27/21 8:28,R_8CyiS84R6kbLOAV,wm_169,12,5,0,w_m,white,male,4,3,4,3,1,1,4,4,35,1,5,"The ""we are trying to connect you"" gimmick is a bit silly.  It's plainly obvious that there will almost certainly not be a simultaneous survey taker available given the nature of this sort of thing."
9/27/21 8:19,9/27/21 8:28,R_3L10VCotEpGgHWb,wm_170,12,5,0,w_m,white,male,4,4,4,4,1,1,4,4,55,1,5,no
9/27/21 8:33,9/27/21 8:36,R_32Lr0WhktdTcow0,wm_171,12,5,0,w_m,white,male,6,4,5,4,1,1,6,5,37,1,5,
9/27/21 8:37,9/27/21 8:42,R_1rMnECSd3FysrnM,wm_172,12,5,0,w_m,white,male,2,2,2,2,1,1,1,1,44,1,5,No
9/27/21 8:46,9/27/21 8:52,R_1Kd8z4EBWTgApWS,wm_173,12,5,0,w_m,white,male,5,4,5,3,1,2,5,3,41,1,5,
9/27/21 9:01,9/27/21 9:08,R_1Lo518UekiMT5vp,wm_174,12,5,0,w_m,white,male,6,6,6,6,1,1,6,6,30,1,5,
9/27/21 9:03,9/27/21 9:09,R_2VPzszmwP1bPofu,wm_175,12,5,0,w_m,white,male,6,7,6,7,1,1,4,4,49,1,5,I feel that the option for white is condescending and stereotypical. I diminishes me individuality.
9/27/21 9:08,9/27/21 9:12,R_2c5BBg7LQ55Of70,wm_176,12,5,0,w_m,white,male,4,4,4,4,1,2,3,6,39,1,5,
9/27/21 9:10,9/27/21 9:15,R_1FQifwyfXTLzTxp,wm_177,12,5,0,w_m,white,male,2,2,2,2,1,1,3,4,44,1,5,Thanks.
9/27/21 9:25,9/27/21 9:30,R_yVm1QaXCBQi2I81,wm_178,12,5,0,w_m,white,male,5,5,5,5,1,1,3,4,31,1,5,Nothing but my
9/27/21 9:29,9/27/21 9:32,R_2TRX7zkPCLlCYqy,wm_179,12,5,0,w_m,white,male,6,7,5,5,1,2,4,6,20,1,5,No
9/27/21 9:33,9/27/21 9:36,R_d551bACDQSCh1MR,wm_180,12,5,0,w_m,white,male,4,3,4,3,1,1,4,4,44,1,5,Need some long haired bois.
9/27/21 9:35,9/27/21 9:39,R_1HkT1Avs7BaE2f1,wm_181,12,5,0,w_m,white,male,2,2,2,2,2,2,4,4,31,1,5,
9/27/21 9:38,9/27/21 9:41,R_12bBV0mEjBRGm5O,wm_182,12,5,0,w_m,white,male,5,5,5,6,1,2,3,5,31,1,5,
9/27/21 9:33,9/27/21 9:46,R_3KQ1p5c7nwN7fbR,wm_183,12,5,0,w_m,white,male,6,6,6,6,1,1,4,5,43,1,5,
9/27/21 9:52,9/27/21 9:56,R_1DZ6K9VoJ116OWB,wm_184,12,5,0,w_m,white,male,5,4,5,4,1,1,4,5,45,1,5,
9/27/21 9:53,9/27/21 9:58,R_xxw3hSYacMtREzL,wm_185,12,5,0,w_m,white,male,6,6,7,5,1,1,4,6,22,1,5,I tried to put 24 as my avatar (the very last option.) And it said please pick a value less than or equal to 23.
9/27/21 9:56,9/27/21 9:59,R_3g5abJPi8tmFnTd,wm_186,12,5,0,w_m,white,male,6,5,5,5,1,1,4,5,35,1,5,I wouldn't like to share anything.
9/27/21 10:08,9/27/21 10:13,R_1C3o4ms7Om8IbQE,wm_187,12,5,0,w_m,white,male,4,4,4,4,1,1,3,4,21,1,5,"I think it's genuinely interesting that based on nothing but an avatar image, you seem to think I would form any initial judgments on whether I'd like to talk to this person or not. I don't entirely know what you're testing with this survey, but it seems interesting!"
9/27/21 10:16,9/27/21 10:19,R_2pPHypDmqiB6Nwt,wm_188,12,5,0,w_m,white,male,4,4,4,4,2,2,1,2,18,1,5,None
9/27/21 10:16,9/27/21 10:20,R_byAyYlTYpSTi5Ff,wm_189,12,5,0,w_m,white,male,7,7,6,7,1,1,7,7,42,1,5,
9/27/21 10:22,9/27/21 10:25,R_3TMzgpcCajrMsjn,wm_190,12,5,0,w_m,white,male,4,3,4,3,1,1,4,4,29,1,5,
9/27/21 10:23,9/27/21 10:27,R_1FLnLkaEf66wj7M,wm_191,12,5,0,w_m,white,male,5,4,5,4,1,1,4,4,29,1,5,
9/27/21 10:38,9/27/21 10:42,R_sSVmfPmJeNczbvX,wm_192,12,5,0,w_m,white,male,4,4,4,4,1,1,4,4,23,1,5,
9/27/21 10:48,9/27/21 11:09,R_x4v51vswTelApbP,wm_193,12,5,0,w_m,white,male,6,6,6,7,1,1,5,6,45,1,5,yes i like and share. 
9/27/21 7:52,9/27/21 7:57,R_Qm2daB2UMxowFPj,wm_194,13,5,0,w_m,white,male,3,4,5,4,1,1,4,6,30,1,5,
9/27/21 8:14,9/27/21 8:17,R_2f3SMXPlwiiMKuB,wm_195,13,5,0,w_m,white,male,5,5,4,4,1,1,4,6,52,1,5,
9/27/21 8:14,9/27/21 8:20,R_Zz1q1K0hMGOKFIR,wm_196,13,5,0,w_m,white,male,4,2,4,2,1,1,4,4,35,1,5,
9/27/21 8:18,9/27/21 8:23,R_233TucDGTNDDeoO,wm_197,13,5,0,w_m,white,male,6,4,7,6,1,1,6,5,43,1,5,
9/27/21 8:35,9/27/21 8:40,R_3MhrJA0xva070wu,wm_198,13,5,0,w_m,white,male,4,4,4,4,1,1,4,4,44,1,5,
9/27/21 8:38,9/27/21 8:43,R_1gu83TfCgHxhfV1,wm_199,13,5,0,w_m,white,male,7,5,7,5,1,1,6,6,48,1,5,
9/27/21 8:39,9/27/21 8:43,R_3NwkXCpVdUveXES,wm_200,13,5,0,w_m,white,male,4,3,4,3,1,1,4,4,43,1,5,
9/27/21 8:45,9/27/21 8:48,R_1GCUw49tpq2szX0,wm_201,13,5,0,w_m,white,male,1,1,1,1,2,2,1,5,31,1,5,the icon selection process is broken. only lets you choose 23 and under but there are 24 icons
9/27/21 8:53,9/27/21 8:57,R_3IQAPVP5iJuPbYF,wm_202,13,5,0,w_m,white,male,4,4,4,4,1,1,3,3,28,1,5,Nothing note worthy in relation to this study
9/27/21 9:11,9/27/21 9:15,R_1JCpCV9havLAq04,wm_203,13,5,0,w_m,white,male,6,4,6,5,1,1,4,5,46,1,5,
9/27/21 9:32,9/27/21 9:35,R_1N9vgyLgiNY41TD,wm_204,13,5,0,w_m,white,male,4,4,5,5,1,1,3,5,26,1,5,
9/27/21 9:35,9/27/21 9:39,R_1LImLFglTtjP3zi,wm_205,13,5,0,w_m,white,male,2,1,2,1,2,2,1,1,54,1,5,
9/27/21 9:37,9/27/21 9:42,R_xyCt50AijbyQlWN,wm_206,13,5,0,w_m,white,male,4,4,4,4,1,2,4,4,32,1,5,I believe in conversing with people prior to judging whether I would like to get to know them or associate myself with them.
9/27/21 9:39,9/27/21 9:43,R_27vc6oDOsUbQFaI,wm_207,13,5,0,w_m,white,male,2,2,2,2,1,2,4,4,32,1,5,
9/27/21 9:45,9/27/21 9:50,R_tFYZ4lNiP6P4IrD,wm_208,13,5,0,w_m,white,male,3,3,2,2,1,2,2,6,29,1,5,
9/27/21 9:46,9/27/21 9:50,R_1rx2CYGUZ1hrsZg,wm_209,13,5,0,w_m,white,male,6,6,6,6,1,1,6,6,29,1,5,
9/27/21 9:49,9/27/21 9:53,R_2Qy76xlFhz1qAV3,wm_210,13,5,0,w_m,white,male,5,3,5,3,1,1,3,5,35,1,5,
9/27/21 9:49,9/27/21 9:54,R_2DYsdxn69s0AM5F,wm_211,13,5,0,w_m,white,male,3,1,2,1,1,2,2,4,24,1,5,Cool
9/27/21 9:51,9/27/21 9:55,R_C8pY2gESGMpq40x,wm_212,13,5,0,w_m,white,male,7,6,5,6,1,1,5,7,50,1,5,
9/27/21 9:52,9/27/21 9:55,R_33lIShusDoc0CSM,wm_213,13,5,0,w_m,white,male,5,7,6,7,1,1,2,6,29,1,5,NOTHING AT ALL
9/27/21 9:45,9/27/21 9:56,R_2frpdv0fHizRy8H,wm_214,13,5,0,w_m,white,male,4,4,4,4,2,2,3,4,28,1,5,
9/27/21 9:53,9/27/21 9:58,R_1im0D3mPSTaXzZ1,wm_215,13,5,0,w_m,white,male,3,5,3,4,1,1,1,5,37,1,5,
9/27/21 10:00,9/27/21 10:04,R_10B4i17qBqSfwwY,wm_216,13,5,0,w_m,white,male,7,6,6,6,1,1,6,5,37,1,5,
9/27/21 10:01,9/27/21 10:05,R_2XicGbGy9UUSLJT,wm_217,13,5,0,w_m,white,male,1,1,1,1,1,2,1,7,47,1,5,
9/27/21 10:02,9/27/21 10:07,R_PusnzjYj3N8SzZL,wm_218,13,5,0,w_m,white,male,2,1,1,1,1,2,4,4,45,1,5,
9/27/21 10:09,9/27/21 10:14,R_3OcAYBfSLohTaW0,wm_219,13,5,0,w_m,white,male,4,4,4,4,1,1,3,4,45,1,5,
9/27/21 10:12,9/27/21 10:16,R_27pdHg6MpBXnAfD,wm_220,13,5,0,w_m,white,male,6,3,6,3,1,1,5,7,38,1,5,
9/27/21 10:14,9/27/21 10:17,R_vNYuwHuHJw6T105,wm_221,13,5,0,w_m,white,male,5,4,5,4,1,1,5,5,19,1,5,Nothing.
9/27/21 10:43,9/27/21 10:46,R_qzuXOOl10Q9p7r3,wm_222,13,5,0,w_m,white,male,4,4,4,4,1,1,3,5,30,1,5,no
9/27/21 10:44,9/27/21 10:48,R_1lp2KPZ4TCERj5Y,wm_223,13,5,0,w_m,white,male,6,5,5,5,1,1,4,5,58,1,5,
9/27/21 10:43,9/27/21 10:48,R_yQrAkFL9aDWrKfL,wm_224,13,5,0,w_m,white,male,2,2,2,2,1,1,4,4,22,1,5,
9/27/21 10:48,9/27/21 11:08,R_ptRhC9TlAQdy9Hz,wm_225,13,5,0,w_m,white,male,6,7,7,7,1,1,6,6,48,1,5,yes
9/27/21 10:47,9/27/21 11:10,R_Xp43vKAMvB5CQKZ,wm_226,13,5,0,w_m,white,male,7,6,5,7,1,1,6,5,43,1,5,none
9/27/21 8:30,9/27/21 8:35,R_XZCswTU9ZZbLAHv,wm_232,16,5,0,w_m,white,male,6,5,6,5,1,1,5,6,41,1,5,none
9/27/21 8:37,9/27/21 8:45,R_vOY4uYonH90ZFn3,wm_233,16,5,0,w_m,white,male,4,3,6,5,1,1,5,5,45,1,5,No
9/27/21 8:40,9/27/21 8:46,R_dgSarTHDRPkYDtf,wm_234,16,5,0,w_m,white,male,3,4,3,4,2,2,4,3,73,1,5,I'm not a social person.
9/27/21 9:26,9/27/21 9:38,R_2E0IdKcqmHTUvCL,wm_235,16,5,0,w_m,white,male,6,5,6,5,1,1,5,5,44,1,5,no
9/27/21 10:01,9/27/21 10:07,R_w03tu2aktgOkB4B,wm_236,16,5,0,w_m,white,male,7,4,7,4,1,1,4,5,49,1,5,
9/27/21 10:25,9/27/21 10:29,R_1QtoTa6ekjPrKLp,wm_237,16,5,0,w_m,white,male,3,3,3,3,1,2,4,4,66,1,5,
9/27/21 9:12,9/27/21 9:19,R_Z4cRf3Ig6C6esud,wm_239,17,5,0,w_m,white,male,5,7,7,7,2,1,2,7,41,1,4,N/A
9/27/21 8:02,9/27/21 8:10,R_D0RzUdrn3l4b1Rf,wm_240,17,5,0,w_m,white,male,1,3,6,6,1,1,5,7,49,1,5,
9/27/21 10:17,9/27/21 10:20,R_BKWV3apnRn30g0x,wm_241,17,5,0,w_m,white,male,4,4,4,4,1,2,4,4,47,1,5,
9/27/21 10:07,9/27/21 10:20,R_1luemV4lR4KOLL9,wm_242,17,5,0,w_m,white,male,7,6,7,6,1,1,6,7,45,1,5,No
9/27/21 10:17,9/27/21 10:23,R_VLqJDWba980E21H,wm_243,18,5,0,w_m,white,male,7,4,4,3,1,1,6,6,48,1,5,No
9/27/21 8:49,9/27/21 8:53,R_271ihWQMwf3TnoR,wm_244,19,5,0,w_m,white,male,5,4,5,4,1,1,4,5,51,1,5,
9/27/21 9:21,9/27/21 9:25,R_3JfHDRgifVyILxp,wm_245,19,5,0,w_m,white,male,3,3,6,6,1,2,3,5,44,1,5,No
9/27/21 10:16,9/27/21 10:21,R_2wnmBPWi0smmy7Y,wm_246,19,5,0,w_m,white,male,3,3,4,2,1,1,4,4,51,1,5,No
9/27/21 7:43,9/27/21 7:47,R_3qjlVDD8T7I2CKF,wm_247,20,5,0,w_m,white,male,4,4,3,2,1,2,2,7,36,1,5,
9/27/21 7:59,9/27/21 8:04,R_23VsTzbdXFHlGlQ,wm_248,20,5,0,w_m,white,male,6,5,4,4,1,1,5,6,57,1,5,
9/27/21 8:02,9/27/21 8:09,R_2YWki0uavsQZ6JO,wm_249,20,5,0,w_m,white,male,5,5,5,5,1,1,3,4,42,1,5,
9/27/21 8:02,9/27/21 8:09,R_1ewVnE4jMHgBjQB,wm_250,20,5,0,w_m,white,male,5,3,7,7,2,1,3,6,46,1,5,
9/27/21 8:28,9/27/21 8:31,R_2wdboaJUtzX6335,wm_251,20,5,0,w_m,white,male,6,5,5,6,1,1,6,4,33,1,5,
9/27/21 7:59,9/27/21 8:35,R_1EaqiunhQacYNc4,wm_252,20,5,0,w_m,white,male,4,4,4,4,1,1,4,4,35,1,5,
9/27/21 8:34,9/27/21 8:44,R_ZL7WO4DIFuygm41,wm_253,20,5,0,w_m,white,male,3,4,6,5,2,1,2,5,30,1,5,None
9/27/21 8:49,9/27/21 8:53,R_24ug832HNdumjuW,wm_254,20,5,0,w_m,white,male,4,4,4,4,1,1,4,4,44,1,5,
9/27/21 8:51,9/27/21 8:54,R_2S7ZZGhR6NF1561,wm_255,20,5,0,w_m,white,male,5,5,4,4,1,2,2,6,43,1,5,No
9/27/21 9:10,9/27/21 9:13,R_1LHcYAcPeX7nTDy,wm_256,20,5,0,w_m,white,male,6,5,6,4,1,1,6,5,28,1,5,
9/27/21 9:10,9/27/21 9:14,R_10UXfz2b5PAyDjz,wm_257,20,5,0,w_m,white,male,3,2,2,2,1,2,2,5,45,1,5,
9/27/21 9:36,9/27/21 9:39,R_3HPpewmfTxJBemt,wm_258,20,5,0,w_m,white,male,6,4,5,4,1,1,3,6,21,1,5,
9/27/21 9:34,9/27/21 9:43,R_dmrLC6goVDJOHFT,wm_259,20,5,0,w_m,white,male,5,4,6,6,2,1,5,7,35,1,5,
9/27/21 9:42,9/27/21 9:45,R_3syypDcIFVmMlzr,wm_260,20,5,0,w_m,white,male,5,5,5,5,1,1,5,5,43,1,5,Have a fantastic day!
9/27/21 9:45,9/27/21 9:48,R_ag9R15AveycweQx,wm_261,20,5,0,w_m,white,male,6,4,5,4,1,2,3,4,19,1,5,
9/27/21 9:48,9/27/21 9:52,R_3CVIEdWUFRXbKmL,wm_262,20,5,0,w_m,white,male,7,5,5,5,1,2,6,7,28,1,5,
9/27/21 9:54,9/27/21 9:58,R_xls9DygT41F2VI5,wm_263,20,5,0,w_m,white,male,4,2,4,2,1,1,2,4,47,1,5,
9/27/21 10:12,9/27/21 10:16,R_AHCZrJ28jNrBLzj,wm_264,20,5,0,w_m,white,male,5,4,5,5,1,1,4,5,39,1,5,
9/27/21 10:17,9/27/21 10:23,R_3pbepooBHgBSDZq,wm_265,20,5,0,w_m,white,male,6,5,5,6,1,1,5,5,43,1,5,No
9/27/21 10:21,9/27/21 10:31,R_3stzt4deaM7GYwB,wm_266,20,5,0,w_m,white,male,6,7,7,6,1,1,2,6,31,1,5,No
9/27/21 10:34,9/27/21 10:38,R_1Hc2uZpShpFCAVb,wm_267,20,5,0,w_m,white,male,5,4,4,4,1,2,3,5,33,1,5,No
9/27/21 10:39,9/27/21 10:45,R_3JCcWyEX3wxF4R3,wm_268,20,5,0,w_m,white,male,6,6,6,6,1,1,3,7,52,1,5,
9/27/21 10:42,9/27/21 10:47,R_2a8ExcPQO1IaMSI,wm_269,20,5,0,w_m,white,male,7,4,7,4,1,1,3,4,42,1,5,
9/27/21 10:41,9/27/21 10:47,R_2QgjWuCsKnDjCAx,wm_270,20,5,0,w_m,white,male,6,6,7,7,1,1,4,5,29,1,5,
9/27/21 10:40,9/27/21 10:55,R_3hDAda3x3KNvQTL,wm_271,20,5,0,w_m,white,male,7,6,6,6,1,1,6,6,27,1,5,Nothing.
9/27/21 10:43,9/27/21 11:01,R_1r3sG9m7zFSzqrr,wm_272,20,5,0,w_m,white,male,7,7,7,7,1,1,5,7,46,1,5,
9/27/21 10:48,9/27/21 11:08,R_3iJ74v9RQePI2Kc,wm_273,20,5,0,w_m,white,male,7,5,7,5,1,1,7,6,48,1,5,none
9/27/21 11:07,9/27/21 11:12,R_VVWIWoi4UCvKO7T,wm_274,20,5,0,w_m,white,male,6,7,6,5,1,1,7,5,47,1,5,
9/27/21 8:05,9/27/21 8:12,R_W7ijKX6OciTnZBf,wm_275,20.24,5,0,w_m,white,male,5,5,6,5,1,1,5,5,29,1,5,nice
9/27/21 8:02,9/27/21 8:09,R_115VMDpI3kcUgSr,wm_280,22,5,0,w_m,white,male,6,7,6,7,2,1,4,6,43,1,5,
9/27/21 8:12,9/27/21 8:20,R_1gOreQSuQwQJLfK,wm_281,22,5,0,w_m,white,male,5,5,6,7,1,1,4,5,41,1,5,No
9/27/21 8:15,9/27/21 8:25,R_24CwlgaJ0vyv05J,wm_282,22,5,0,w_m,white,male,6,5,7,7,1,1,6,6,50,1,5,
9/27/21 8:21,9/27/21 8:32,R_28Av0PXYkI31SMj,wm_283,22,5,0,w_m,white,male,6,6,7,7,1,1,6,7,48,1,5,
9/27/21 8:32,9/27/21 8:35,R_10PcSEH9x3ZnC6y,wm_284,22,5,0,w_m,white,male,3,3,3,3,1,2,3,3,37,1,5,
9/27/21 8:54,9/27/21 9:01,R_25SGmxj2p4SEI8C,wm_285,22,5,0,w_m,white,male,4,3,4,3,1,2,3,3,30,1,5,
9/27/21 9:14,9/27/21 9:18,R_z8p87ONAFAdOOf7,wm_286,22,5,0,w_m,white,male,5,5,5,5,1,1,4,5,20,1,5,
9/27/21 9:17,9/27/21 9:27,R_0MybCQ50LZCCBzj,wm_287,22,5,0,w_m,white,male,5,5,5,5,2,1,3,5,40,1,5,NA
9/27/21 9:47,9/27/21 10:00,R_2yfGJxUYbxbfXwX,wm_288,22,5,0,w_m,white,male,6,7,7,6,1,1,7,7,51,1,5,
9/27/21 10:07,9/27/21 10:13,R_3dXnmdhQRyoWkgO,wm_289,22,5,0,w_m,white,male,7,7,7,6,1,1,6,6,46,1,5,
9/27/21 10:07,9/27/21 10:16,R_w03PkSyJx8cI60V,wm_290,22,5,0,w_m,white,male,6,6,6,7,1,1,6,5,41,1,5,
9/27/21 10:07,9/27/21 10:17,R_4MfExZ29dsMAiBj,wm_291,22,5,0,w_m,white,male,5,6,6,7,2,2,6,7,45,1,5,
9/27/21 10:07,9/27/21 10:18,R_2zeTEA2khqJyXmi,wm_292,22,5,0,w_m,white,male,6,7,7,6,1,2,6,7,43,1,5,
9/27/21 10:14,9/27/21 10:19,R_1Ns8Fe22UMudIA9,wm_293,22,5,0,w_m,white,male,6,6,6,6,1,1,6,6,40,1,5,
9/27/21 10:12,9/27/21 10:22,R_4PjLyqjntKmOrhn,wm_294,22,5,0,w_m,white,male,5,4,4,5,1,1,5,5,30,1,5,
9/27/21 10:13,9/27/21 10:27,R_dcbkZreLYcZ3QAN,wm_295,22,5,0,w_m,white,male,7,6,7,6,2,1,6,7,40,1,5,It is an nice study.
9/27/21 10:27,9/27/21 10:36,R_295GBeu6sfiDDJk,wm_296,22,5,0,w_m,white,male,5,6,7,7,1,1,5,7,50,1,5,No
9/27/21 10:44,9/27/21 11:01,R_AjGCqJhB5P8nSCZ,wm_297,22,5,0,w_m,white,male,7,7,7,7,1,1,6,7,43,1,5,
9/27/21 10:48,9/27/21 11:09,R_2e5atd8kr13Ym6Z,wm_298,22,5,0,w_m,white,male,6,6,6,6,1,1,7,6,46,1,5,none
9/27/21 10:48,9/27/21 11:09,R_22u0z045DAGQijC,wm_299,22,5,0,w_m,white,male,7,6,6,6,1,1,6,5,47,1,5,"yes, i like"
9/27/21 8:34,9/27/21 8:38,R_1fj8ExRSLPsRm8o,wm_301,23,5,0,w_m,white,male,1,1,1,1,2,2,1,7,30,1,5,"your numbering scheme for selecting an avatar is wrong. i suspect the numbering in the system starts at zero instead of one, because when i tried to choose one that looked like me (24), it said i needed to enter a number of 23 or under."
9/27/21 8:37,9/27/21 8:46,R_3fDYREoSw2qZB5i,wm_302,23,5,0,w_m,white,male,1,6,7,7,2,1,1,5,22,1,5,No
9/27/21 9:43,9/27/21 9:52,R_xrWBfuHnmYfJNzH,wm_303,23,5,0,w_m,white,male,6,7,5,4,1,1,6,4,39,1,5,nil
9/27/21 10:27,9/27/21 10:32,R_wS3ignlG85C8m2t,wm_304,23,5,0,w_m,white,male,5,5,5,5,1,1,5,5,40,1,5,No
9/27/21 10:40,9/27/21 10:46,R_UhVI4ohbybMxE0V,wm_305,23,5,0,w_m,white,male,4,4,4,4,1,1,4,4,57,1,5,I am not really sure what just happened here. I guess we were just tested to see how we felt about speaking to others?
9/27/21 10:58,9/27/21 11:01,R_2UWROfGVteNNMbE,wf_1,11,5,2,w_f,white,female,4,4,4,4,1,2,6,2,32,2,1,
9/27/21 9:48,9/27/21 9:52,R_2sXWD00OvZ3L71y,wf_2,4,5,2,w_f,white,female,4,4,4,4,1,1,4,4,43,2,2,
9/27/21 7:58,9/27/21 8:03,R_u7XnOkSggBeCAjT,wf_3,6,5,2,w_f,white,female,2,1,3,1,1,1,2,5,22,2,2,Nope
9/27/21 9:22,9/27/21 9:27,R_2fAS9mxTyNCUJtP,wf_4,6,5,2,w_f,white,female,7,4,5,5,1,1,5,5,24,2,2,"I am a white latina, and while I acknowledge my privilege, I can still feel the discrimination my family encounters for being Mexican as their skin is not as white complected. "
9/27/21 10:46,9/27/21 10:49,R_3rV4parszobOci9,wf_5,6,5,2,w_f,white,female,5,1,4,1,1,1,4,5,28,2,2,
9/27/21 9:29,9/27/21 9:33,R_42sWKwcm8hC0tEd,wf_6,6,5,2,w_f,white,female,4,3,4,3,1,1,4,4,25,2,2,
9/27/21 9:32,9/27/21 9:36,R_1BPmy8zafXlApNe,wf_7,6,5,2,w_f,white,female,4,4,4,4,1,1,4,4,22,2,2,
9/27/21 9:48,9/27/21 9:52,R_3QSoiQ8vdcTBaBy,wf_8,6,5,2,w_f,white,female,6,5,6,5,1,1,4,4,34,2,2,
9/27/21 10:28,9/27/21 10:33,R_RayjymkoOJoOP7z,wf_9,6,5,2,w_f,white,female,4,4,4,4,1,1,4,3,28,2,2,
9/27/21 8:24,9/27/21 8:29,R_tWB4lYgUqs8V5jb,wf_10,6,5,2,w_f,white,female,4,3,4,3,2,1,4,2,22,2,2,no.
9/27/21 9:13,9/27/21 9:19,R_2pMsNT1TmtjC8e5,wf_11,6,5,2,w_f,white,female,2,1,2,1,1,1,2,1,43,2,2,
9/27/21 9:35,9/27/21 9:41,R_bsJE1PhmVKiobGV,wf_12,9,5,2,w_f,white,female,3,3,3,3,1,2,2,4,20,2,2,
9/27/21 9:16,9/27/21 9:19,R_2CrMpWYRTDBOXII,wf_13,9,5,2,w_f,white,female,4,5,3,4,1,1,6,3,18,2,2,
9/27/21 10:30,9/27/21 10:33,R_56yu8Sb4wMQkrCN,wf_14,9,5,2,w_f,white,female,7,7,7,7,1,1,5,3,19,2,2,
9/27/21 10:34,9/27/21 10:37,R_23WAHlnAFN4RUSs,wf_235,10,5,1,w_f,white,female,3,3,3,3,1,1,2,2,20,2,5,
9/27/21 9:40,9/27/21 9:44,R_2fHCI6vc5nbKPnk,wf_236,11,5,1,w_f,white,female,5,3,5,3,1,1,4,3,21,2,5,No thanks.
9/27/21 10:00,9/27/21 10:24,R_1NfVMzwtl5R79Xp,wf_254,15,5,1,w_f,white,female,4,5,5,5,1,2,3,3,26,2,5,"Not actually.
"
9/27/21 8:43,9/27/21 8:46,R_2dKHFrkDaIwtyxB,wf_279,21,5,1,w_f,white,female,5,5,4,3,1,1,5,4,48,2,5,
